price,Actual Price,area,status,bhk,bathroom,age,location,builder
69.26,6926000,1179,Ready to move,3,3,,Sembakkam,MC Foundation
57.75,5775000,983,Ready to move,2,2,,Sembakkam,MC Foundation
47.94,4794000,861,Ready to move,2,2,,Sembakkam,MC Foundation
81.43,8143000,1404,Ready to move,3,3,,Chromepet,MC Foundation
72.96,7296000,1258,Ready to move,3,3,,Chromepet,MC Foundation
59.15,5915000,1183,Ready to move,3,3,,Chromepet,MC Foundation
57.76,5776000,996,Ready to move,2,2,,Chromepet,MC Foundation
47.15,4715000,943,Ready to move,2,2,,Chromepet,MC Foundation
52.2,5220000,900,Ready to move,2,2,,Chromepet,MC Foundation
76.5,7650000,1275,Ready to move,3,3,,Chitlapakkam,MC Foundation
43.05,4305000,861,Ready to move,2,2,,Chromepet,MC Foundation
69.96,6996000,1166,Ready to move,3,3,,Chitlapakkam,MC Foundation
25,2500000,500,Ready to move,1,1,,Chromepet,MC Foundation
60,6000000,1000,Ready to move,2,2,,Chitlapakkam,MC Foundation
113,11300000,1668,Ready to move,3,3,,tambaram west,MC Foundation
99.07,9907000,1457,Ready to move,3,3,,tambaram west,MC Foundation
83.09,8309000,1222,Ready to move,2,2,,tambaram west,MC Foundation
42,4200000,700,Ready to move,1,1,,Chitlapakkam,MC Foundation
49.74,4974000,829,Ready to move,2,2,,Chitlapakkam,MC Foundation
78,7800000,1300,Ready to move,3,3,,Chromepet,MC Foundation
68.58,6858000,1143,Ready to move,3,3,,Chromepet,MC Foundation
58.14,5814000,969,Ready to move,2,2,,Chromepet,MC Foundation
47.1,4710000,785,Ready to move,2,2,,Chromepet,MC Foundation
39.26,3926000,818,Ready to move,2,2,,Selaiyur,MC Foundation
73.6,7360000,1269,Ready to move,3,3,,Selaiyur,MC Foundation
69.07,6907000,1191,Ready to move,3,3,,Selaiyur,MC Foundation
62.06,6206000,1070,Ready to move,2,2,,Selaiyur,MC Foundation
57.71,5771000,995,Ready to move,2,2,,Selaiyur,MC Foundation
55.85,5585000,963,Ready to move,2,2,,Selaiyur,MC Foundation
51.85,5185000,894,Ready to move,2,2,,Selaiyur,MC Foundation
47.56,4756000,820,Ready to move,2,2,,Selaiyur,MC Foundation
78.4,7840000,1400,Ready to move,3,3,,Rajakilpakkam,MC Foundation
72.8,7280000,1300,Ready to move,3,3,,Rajakilpakkam,MC Foundation
66.58,6658000,1189,Ready to move,3,3,,Rajakilpakkam,MC Foundation
57.34,5734000,1024,Ready to move,2,2,,Rajakilpakkam,MC Foundation
53.98,5398000,964,Ready to move,2,2,,Rajakilpakkam,MC Foundation
46.25,4625000,826,Ready to move,2,2,,Rajakilpakkam,MC Foundation
43.96,4396000,785,Ready to move,2,2,,Rajakilpakkam,MC Foundation
85.62,8562000,1427,Ready to move,3,3,9,Medavakkam,MC Foundation
79.02,7902000,1317,Ready to move,3,3,9,Medavakkam,MC Foundation
75.24,7524000,1254,Ready to move,3,3,9,Medavakkam,MC Foundation
66.96,6696000,1116,Ready to move,3,3,9,Medavakkam,MC Foundation
60,6000000,1000,Ready to move,2,2,9,Medavakkam,MC Foundation
54.3,5430000,905,Ready to move,2,2,,Sembakkam,MC Foundation
53.16,5316000,886,Ready to move,2,2,9,Medavakkam,MC Foundation
50.1,5010000,835,Ready to move,2,2,,Sembakkam,MC Foundation
45.06,4506000,751,Ready to move,2,2,9,Medavakkam,MC Foundation
124,12400000,1537,Ready to move,3,,3,Nandambakkam,Luxclusive Homes
117,11700000,1455,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes
123,12300000,1530,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes
58.32,5832000,1215,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd
45.6,4560000,950,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
40.32,4032000,840,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
37.68,3768000,785,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
33.6,3360000,700,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
71.91,7191000,1383,Ready to move,3,3,,Sembakkam,MC Foundation
60.63,6063000,1166,Ready to move,3,3,,Sembakkam,MC Foundation
51.01,5101000,981,Ready to move,2,2,,Sembakkam,MC Foundation
48.41,4841000,931,Ready to move,2,2,,Sembakkam,MC Foundation
44.25,4425000,851,Ready to move,2,2,,Sembakkam,MC Foundation
41.6,4160000,800,Ready to move,2,2,,Sembakkam,MC Foundation
63.45,6345000,1269,Ready to move,3,3,,Rajakilpakkam,MC Foundation
59.2,5920000,1184,Ready to move,3,3,,Rajakilpakkam,MC Foundation
55,5500000,1100,Ready to move,3,3,,Rajakilpakkam,MC Foundation
48.2,4820000,964,Ready to move,2,2,,Rajakilpakkam,MC Foundation
45,4500000,900,Ready to move,2,2,,Rajakilpakkam,MC Foundation
50.4,5040000,900,Ready to move,2,2,,tambaram west,MC Foundation
48,4800000,1200,Ready to move,3,3,,Urapakkam,MC Foundation
37.72,3772000,943,Ready to move,2,2,,Urapakkam,MC Foundation
35.24,3524000,881,Ready to move,2,2,,Urapakkam,MC Foundation
40.6,4060000,812,Ready to move,2,2,,Rajakilpakkam,MC Foundation
91.2,9120000,1900,Ready to move,3,3,,Madambakkam,MC Foundation
78.28,7828000,1631,Ready to move,3,3,,Madambakkam,MC Foundation
71.42,7142000,1488,Ready to move,3,3,,Madambakkam,MC Foundation
67.15,6715000,1399,Ready to move,3,3,,Madambakkam,MC Foundation
48.81,4881000,1017,Ready to move,2,2,,Madambakkam,MC Foundation
47.52,4752000,990,Ready to move,2,2,,Madambakkam,MC Foundation
65.61,6561000,1238,Ready to move,3,3,,Madambakkam,MC Foundation
61.85,6185000,1167,Ready to move,3,3,,Madambakkam,MC Foundation
48.81,4881000,921,Ready to move,2,2,,Madambakkam,MC Foundation
46.64,4664000,880,Ready to move,2,2,,Madambakkam,MC Foundation
59.83,5983000,1108,Ready to move,3,3,,Selaiyur,MC Foundation
58.96,5896000,1092,Ready to move,3,3,,Selaiyur,MC Foundation
28.35,2835000,525,Ready to move,1,1,,Selaiyur,MC Foundation
30,3000000,850,Ready to move,2,2,3,Veppampattu,JD Properties
26.9,2690000,700,Ready to move,2,2,3,Veppampattu,JD Properties
27,2700000,700,Ready to move,2,2,3,Veppampattu,JD Properties
25.8,2580000,700,Ready to move,2,2,3,Veppampattu,JD Properties
26,2600000,700,Ready to move,2,2,3,Veppampattu,JD Properties
23,2300000,600,Ready to move,2,2,3,Veppampattu,JD Properties
114,11400000,1342,Under Construction,3,,0,Madipakkam,Vishal D
72.33,7233000,851,Under Construction,2,,0,Madipakkam,Vishal D
126,12600000,1489,Under Construction,3,,0,Madipakkam,Vishal D
83.04,8304000,977,Under Construction,2,,0,Madipakkam,Vishal D
80.15,8015000,943,Under Construction,2,,0,Madipakkam,Vishal D
33.63,3363000,885,Ready to move,2,,2,Kundrathur,mohammed
35.41,3541000,932,Ready to move,2,,2,Kundrathur,mohammed
33.47,3347000,881,Ready to move,2,,2,Kundrathur,mohammed
27.17,2717000,715,Ready to move,2,,2,Kundrathur,mohammed
51.06,5106000,690,Ready to move,2,2,6,Nesapakkam,MC Foundation
132,13200000,1266,Ready to move,3,3,,Jafferkhanpet,MC Foundation
102,10200000,980,Ready to move,2,2,,Jafferkhanpet,MC Foundation
91.2,9120000,1200,Ready to move,3,3,6,Nesapakkam,MC Foundation
55.5,5550000,750,Ready to move,2,2,6,Nesapakkam,MC Foundation
88.1,8810000,881,Ready to move,2,2,,Arumbakkam,MC Foundation
87,8700000,870,Ready to move,2,2,,Arumbakkam,MC Foundation
85.5,8550000,900,Ready to move,2,2,,Koyambedu,MC Foundation
81.7,8170000,860,Ready to move,2,2,,Koyambedu,MC Foundation
39,3900000,937,Under Construction,2,2,,Selaiyur,ARB HOMES
99,9900000,1560,Ready to move,3,3,,Medavakkam,ARB HOMES
330,33000000,4724,Ready to move,4,,,Sholinganallur,ARB HOMES
46,4600000,1006,Ready to move,2,2,4,Moolacheri,ARB HOMES
46.12,4612000,1006,Ready to move,2,2,4,Moolacheri,ARB HOMES
37,3700000,574,Ready to move,1,1,2,Gowrivakkam,ARB HOMES
80,8000000,1527,Ready to move,3,2,1,Ambattur,ARB HOMES
65,6500000,1002,Ready to move,2,2,2,Gowrivakkam,ARB HOMES
80,8000000,1753,Ready to move,3,2,1,Medavakkam,ARB HOMES
60,6000000,1340,Ready to move,2,2,1,Medavakkam,ARB HOMES
53,5300000,974,Under Construction,2,2,0,Perungalathur,ARB HOMES
30,3000000,612,Under Construction,2,2,0,Thalambur,ARB HOMES
66,6600000,1366,Under Construction,3,2,0,Perungalathur,ARB HOMES
47,4700000,1073,Under Construction,2,2,0,Thalambur,ARB HOMES
95,9500000,1371,Ready to move,3,2,2,Vengaivasal,ARB HOMES
42,4200000,591,Ready to move,2,1,2,Vengaivasal,ARB HOMES
80,8000000,1237,Under Construction,2,2,0,Sholinganallur,ARB HOMES
28,2800000,730,Under Construction,2,2,0,Thirumazhisai,ARB HOMES
32,3200000,849,Under Construction,2,2,0,Thirumazhisai,ARB HOMES
55,5500000,1286,Under Construction,3,2,,Selaiyur,ARB HOMES
33,3300000,885,Under Construction,3,3,0,Thirumazhisai,ARB HOMES
70,7000000,1148,Ready to move,2,2,2,Kolapakkam,ARB HOMES
68,6800000,1024,Ready to move,2,2,3,Karapakkam,ARB HOMES
170,17000000,2616,Ready to move,4,3,3,Karapakkam,ARB HOMES
42,4200000,979,Under Construction,2,2,0,Navallur,ARB HOMES
46,4600000,1262,Under Construction,3,2,0,Kelambakkam,ARB HOMES
85,8500000,1234,Ready to move,2,2,2,Vengaivasal,ARB HOMES
103,10300000,1469,Ready to move,3,3,2,Vengaivasal,ARB HOMES
66,6600000,950,Under Construction,2,2,,Porur,ARB HOMES
29,2900000,576,Ready to move,1,1,1,Kuthambakkam,ARB HOMES
41,4100000,855,Ready to move,2,2,1,Kuthambakkam,ARB HOMES
70,7000000,1080,Ready to move,2,2,,Perungalathur,ARB HOMES
75.54,7554000,1545,Ready to move,2,2,,Semmancheri,ARB HOMES
77.35,7735000,1645,Ready to move,3,2,,Semmancheri,ARB HOMES
20,2000000,570,Under Construction,1,1,0,Thirumalpur,ARB HOMES
53,5300000,1012,Ready to move,2,2,1,Ambattur,ARB HOMES
40,4000000,588,Under Construction,2,1,0,Pallavaram,ARB HOMES
85,8500000,1337,Ready to move,3,3,2,Gowrivakkam,ARB HOMES
56,5600000,913,Ready to move,2,2,,Kovur,ARB HOMES
51,5100000,1225,Ready to move,3,2,4,Moolacheri,ARB HOMES
48,4800000,832,Ready to move,2,2,1,Mangadu,ARB HOMES
64,6400000,959,Under Construction,2,2,0,Porur,ARB HOMES
70,7000000,1370,Under Construction,3,2,0,Ayanambakkam,ARB HOMES
40,4000000,930,Under Construction,2,2,,Siruseri,ARB HOMES
26,2600000,571,Ready to move,2,2,1,Kelambakkam,ARB HOMES
35,3500000,994,Under Construction,2,2,0,Kelambakkam,ARB HOMES
97,9700000,1598,Under Construction,3,2,0,Sholinganallur,ARB HOMES
80,8000000,1156,Ready to move,2,2,,Medavakkam,ARB HOMES
23,2300000,620,Under Construction,1,1,0,Thirumalpur,ARB HOMES
16,1600000,480,Ready to move,1,1,,Guduvancheri,ARB HOMES
68,6800000,1024,Ready to move,2,2,3,Karapakkam,ARB HOMES
40,4000000,588,Under Construction,1,1,0,Vanagaram,ARB HOMES
44.56,4456000,918,Under Construction,3,,0,Padur,Dee Star Properties
43.12,4312000,888,Under Construction,2,,0,Padur,Dee Star Properties
37.77,3777000,778,Under Construction,2,,0,Padur,Dee Star Properties
32.18,3218000,663,Under Construction,2,,0,Padur,Dee Star Properties
85,8500000,1300,Ready to move,2,2,6,Pallavaram,Chennai Gated Community
22,2200000,600,Ready to move,1,2,3,Veppampattu,Karthick
28,2800000,850,Ready to move,2,2,3,Veppampattu,Karthick
36.21,3621000,1050,Under Construction,2,,0,Kelambakkam,Dee Star Properties
34.28,3428000,994,Under Construction,2,,0,Kelambakkam,Dee Star Properties
43.52,4352000,1262,Under Construction,3,3,0,Kelambakkam,Dee Star Properties
46.04,4604000,1335,Under Construction,3,,0,Kelambakkam,Dee Star Properties
100,10000000,1188,Ready to move,3,,1,Velachery,Balaji
84.66,8466000,996,Ready to move,2,,1,Velachery,Balaji
61.64,6164000,1045,Under Construction,2,,0,Medavakkam,Balaji
75.5,7550000,1280,Under Construction,3,,0,Medavakkam,Balaji
214,21400000,1935,Under Construction,3,3,0,Perungudi,Luxclusive Homes
405,40500000,3654,Under Construction,4,,0,Perungudi,Luxclusive Homes
202,20200000,1820,Under Construction,3,,0,Perungudi,Luxclusive Homes
415,41500000,3746,Under Construction,4,,0,Perungudi,Luxclusive Homes
199,19900000,1793,Under Construction,3,2,0,Perungudi,Luxclusive Homes
214,21400000,1930,Under Construction,3,,0,Perungudi,Luxclusive Homes
26,2600000,700,Ready to move,2,2,3,Veppampattu,Karthick
27,2700000,725,Ready to move,2,2,3,Veppampattu,Karthick
60,6000000,1500,Ready to move,3,2,,Maraimalai Nagar,MrPincode
62,6200000,1433,Ready to move,3,2,,Maraimalai Nagar,MrPincode
57,5700000,1478,Ready to move,3,2,,Mahindra World City,MrPincode
29.5,2950000,623,Ready to move,1,1,,Mahindra World City,MrPincode
86,8600000,1927,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
78,7800000,1706,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
59,5900000,1437,Ready to move,2,2,4,Oragadam Industrial Corridor,24K Realtors
87,8700000,1991,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors
75.24,7524000,1254,Under Construction,3,,0,Gowrivakkam,MC Foundation
54.3,5430000,905,Under Construction,2,,0,Gowrivakkam,MC Foundation
85.62,8562000,1427,Under Construction,3,,0,Gowrivakkam,MC Foundation
52.86,5286000,881,Under Construction,2,,0,Gowrivakkam,MC Foundation
53.76,5376000,896,Under Construction,2,,0,Gowrivakkam,MC Foundation
23.03,2303000,510,Under Construction,1,,0,Siruseri,Dee Star Properties
35.02,3502000,824,Under Construction,2,,0,Siruseri,Dee Star Properties
15.04,1504000,338,Under Construction,1,,0,Siruseri,Dee Star Properties
38.08,3808000,896,Under Construction,3,,0,Siruseri,Dee Star Properties
32.98,3298000,764,Under Construction,2,,0,Siruseri,Dee Star Properties
84,8400000,1471,Ready to move,3,,4,Thaiyur,Dee Star Properties
120,12000000,1896,Ready to move,4,3,4,Thaiyur,Dee Star Properties
78.56,7856000,1376,Ready to move,3,,4,Thaiyur,Dee Star Properties
93.8,9380000,1643,Ready to move,3,,4,Thaiyur,Dee Star Properties
38.02,3802000,1001,Under Construction,2,,0,Thaiyur,Dee Star Properties
47.33,4733000,1246,Under Construction,3,2,0,Thaiyur,Dee Star Properties
40.3,4030000,1061,Under Construction,2,,0,Thaiyur,Dee Star Properties
66.2,6620000,1270,Ready to move,2,,4,Thaiyur,Dee Star Properties
50.45,5045000,1328,Under Construction,3,,0,Thaiyur,Dee Star Properties
37.3,3730000,982,Under Construction,2,,0,Thaiyur,Dee Star Properties
50.71,5071000,1335,Under Construction,3,,0,Thaiyur,Dee Star Properties
78.52,7852000,837,Ready to move,2,2,,East Tambaram,GJ ESTATES
86,8600000,1010,Ready to move,2,2,12,Velachery,Chennai Gated Community
450,45000000,3000,Ready to move,3,4,9,Velachery,Chennai Gated Community
28.02,2802000,637,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.61,2961000,673,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.21,2921000,664,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
30.62,3062000,696,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
29.12,2912000,662,Under Construction,2,,0,Thirumullaivoyal,Venkatesh
230,23000000,1755,Under Construction,3,3,,Adyar,HomeFirst
63.5,6350000,1312,Ready to move,2,2,,Kattupakkam,DJ Properties
95,9500000,1564,Ready to move,2,3,,Karapakkam,24K Realtors
69,6900000,1419,Ready to move,3,3,,Kattupakkam,DJ Properties
25.85,2585000,650,Ready to move,2,2,3,Veppampattu,JD Properties
25.9,2590000,650,Ready to move,2,2,3,Veppampattu,JD Properties
26.5,2650000,700,Ready to move,2,2,3,Veppampattu,JD Properties
26,2600000,650,Ready to move,2,2,3,Veppampattu,JD Properties
18,1800000,599,Ready to move,1,2,3,Veppampattu,Karthick
55.96,5596000,1142,Under Construction,3,,0,Rajakilpakkam,MC Foundation
39.78,3978000,812,Under Construction,2,,0,Rajakilpakkam,MC Foundation
42,4200000,762,Under Construction,2,2,0,Navallur,GJ ESTATES
70,7000000,1024,Ready to move,2,2,3,Karapakkam,GJ ESTATES
244,24400000,1574,Ready to move,3,2,,T Nagar,GJ ESTATES
37.34,3734000,770,Under Construction,2,2,,Ragavendra Colony,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur,seller
41.12,4112000,848,Under Construction,2,2,,Ragavendra Colony,seller
42.19,4219000,870,Under Construction,2,2,,Ragavendra Colony,seller
37.34,3734000,770,Under Construction,2,2,,Ragavendra Colony,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
37.34,3734000,770,Under Construction,2,2,,Ambattur,seller
41.12,4112000,848,Under Construction,2,2,,Ragavendra Colony,seller
42.19,4219000,870,Under Construction,2,2,,Ragavendra Colony,seller
25,2500000,749,Ready to move,2,2,3,Veppampattu,Karthick
25,2500000,755,Ready to move,2,2,3,Veppampattu,Karthick
28.9,2890000,920,Ready to move,2,2,3,Veppampattu,Karthick
31.25,3125000,950,Ready to move,2,2,3,Veppampattu,Karthick
25,2500000,755,Ready to move,2,2,3,Veppampattu,Karthick
28.9,2890000,920,Ready to move,2,2,3,Veppampattu,Karthick
31.25,3125000,950,Ready to move,2,2,3,Veppampattu,Karthick
22.25,2225000,603,Ready to move,1,2,3,Veppampattu,Karthick
34.5,3450000,1050,Ready to move,2,2,3,Veppampattu,Karthick
27,2700000,812,Ready to move,2,2,3,Veppampattu,Karthick
18.99,1899000,611,Ready to move,1,2,3,Veppampattu,Karthick
49.5,4950000,900,Under Construction,2,,0,West Tambaram,Info Rich
64.9,6490000,1180,Under Construction,3,,0,West Tambaram,Info Rich
56.1,5610000,1020,Under Construction,3,,0,West Tambaram,Info Rich
51.15,5115000,930,Under Construction,2,,0,West Tambaram,Info Rich
65.7,6570000,1096,Under Construction,3,2,0,Keelkattalai,24K Realtors
88.92,8892000,1588,Under Construction,3,2,,Sholinganallur,24K Realtors
62,6200000,1020,Under Construction,2,2,0,Keelkattalai,24K Realtors
45,4500000,700,Under Construction,2,2,,Mannivakkam,Dhivagaran
45,4500000,800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran
50,5000000,1050,Ready to move,2,2,,Chromepet,SS PROPERTIES
31,3100000,650,Ready to move,2,2,,Pammal,SS PROPERTIES
90,9000000,1700,Under Construction,3,3,,Pammal,SS PROPERTIES
23,2300000,500,Ready to move,2,2,,Pammal,SS PROPERTIES
31,3100000,650,Ready to move,2,2,,Pammal,SS PROPERTIES
85,8500000,1300,Under Construction,3,3,,Pammal,SS PROPERTIES
22,2200000,500,Ready to move,1,1,,Pammal,SS PROPERTIES
90,9000000,1900,Under Construction,3,3,,Pammal,SS PROPERTIES
72,7200000,1300,Ready to move,3,3,,Pammal,SS PROPERTIES
90,9000000,1700,Under Construction,3,3,,Pammal,SS PROPERTIES
23,2300000,500,Ready to move,2,2,,Pammal,SS PROPERTIES
22,2200000,500,Under Construction,1,1,,Pammal,SS PROPERTIES
22,2200000,500,Under Construction,2,2,,Pammal,SS PROPERTIES
65,6500000,1400,Under Construction,3,3,,Pammal,SS PROPERTIES
69,6900000,1000,Ready to move,2,2,5,Iyyappanthangal,DJ Properties
170,17000000,1750,Ready to move,4,3,,Valasaravakkam,DJ Properties
26.8,2680000,700,Ready to move,2,2,3,Veppampattu,JD Properties
22.8,2280000,600,Ready to move,2,2,3,Veppampattu,JD Properties
26.75,2675000,700,Ready to move,2,2,3,Veppampattu,JD Properties
42.19,4219000,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,4044000,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
41.12,4112000,848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur,seller
37.34,3734000,770,Under Construction,2,2,,Ambattur,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,4044000,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
41.12,4112000,848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
37.35,3735000,770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
108,10800000,1065,Ready to move,2,2,,Porur,seller
108,10800000,1065,Ready to move,2,2,,Saligramam,seller
108,10800000,1065,Ready to move,2,2,,Saligramam,seller
108,10800000,1065,Ready to move,2,2,,Porur,seller
65,6500000,638,Ready to move,2,1,3,Vadapalani,Chennai Gated Community
75,7500000,1791,Ready to move,3,3,7,Kelambakkam,Chennai Gated Community
320,32000000,2130,Ready to move,3,3,,Anna Nagar,HomeFirst
75,7500000,1700,Ready to move,4,3,,Kattupakkam,DJ Properties
462,46200000,3850,Ready to move,5,,2,Kilpauk,REALTY INDIA
267,26700000,2230,Ready to move,4,,2,Kilpauk,REALTY INDIA
345,34500000,2880,Ready to move,4,,2,Kilpauk,REALTY INDIA
213,21300000,1775,Ready to move,3,,2,Kilpauk,REALTY INDIA
104,10400000,1329,Ready to move,2,2,,Sholinganallur,GJ ESTATES
57.88,5788000,1220,Under Construction,2,2,,Kil Ayanambakkam,seller
37.34,3734000,770,Under Construction,2,2,,Ambattur,seller
40.44,4044000,834,Under Construction,2,2,,Ambattur,seller
41.12,4112000,848,Under Construction,2,2,,Ambattur,seller
42.19,4219000,870,Under Construction,2,2,,Ambattur,seller
37.34,3734000,770,Under Construction,2,2,,Ambattur,seller
37.35,3735000,770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,4044000,834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller
40.44,4044000,834,Under Construction,2,2,,Ambattur,seller
40.44,4044000,834,Under Construction,2,2,,Ragavendra Colony,seller
42,4200000,800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran
321,32100000,2380,Ready to move,3,3,,Adyar,HomeFirst
323,32300000,1850,Under Construction,3,3,,Alwarpet,HomeFirst
205,20500000,1283,Ready to move,3,3,,Anna Nagar,HomeFirst
334,33400000,1860,Under Construction,3,3,,Besant Nagar,HomeFirst
295,29500000,1641,Under Construction,3,3,,Besant Nagar,HomeFirst
46,4600000,800,Ready to move,2,,1,Kundrathur,MAXWORTH PROPERTIES
215,21500000,1930,Under Construction,3,3,0,Perungudi,24K Realtors
95,9500000,1250,Ready to move,3,3,,Valasaravakkam,DJ Properties
169,16900000,1610,Under Construction,3,,0,Kodambakkam,Luxclusive Homes
100,10000000,956,Under Construction,2,,0,Kodambakkam,Luxclusive Homes
89.23,8923000,1373,Under Construction,3,,0,Koyambedu,Luxclusive Homes
97.93,9793000,1507,Under Construction,3,,0,Koyambedu,Luxclusive Homes
96.64,9664000,1487,Under Construction,3,,0,Koyambedu,Luxclusive Homes
76.81,7681000,1182,Under Construction,2,,0,Koyambedu,Luxclusive Homes
66.61,6661000,1025,Under Construction,2,,0,Koyambedu,Luxclusive Homes
97.09,9709000,1494,Under Construction,3,,0,Koyambedu,Luxclusive Homes
67.13,6713000,1033,Under Construction,2,,0,Koyambedu,Luxclusive Homes
108,10800000,1674,Under Construction,3,,0,Koyambedu,Luxclusive Homes
70.7,7070000,1088,Under Construction,2,,0,Koyambedu,Luxclusive Homes
83.51,8351000,1285,Under Construction,2,,0,Koyambedu,Luxclusive Homes
73.43,7343000,1130,Under Construction,2,,0,Koyambedu,Luxclusive Homes
90.14,9014000,1387,Under Construction,3,,0,Koyambedu,Luxclusive Homes
73.24,7324000,1127,Under Construction,2,,0,Koyambedu,Luxclusive Homes
112,11200000,1737,Under Construction,4,,0,Koyambedu,Luxclusive Homes
95.34,9534000,1467,Under Construction,3,,0,Koyambedu,Luxclusive Homes
73.5,7350000,1131,Under Construction,2,,0,Koyambedu,Luxclusive Homes
76,7600000,1085,Under Construction,3,3,,Porur,GJ ESTATES
88,8800000,1062,Under Construction,2,2,,Mogappair,GJ ESTATES
73.71,7371000,1031,Under Construction,2,2,,Selaiyur,GJ ESTATES
44,4400000,898,Under Construction,2,2,,Iyappanthangal,GJ ESTATES
19.38,1938000,510,Ready to move,1,,2,Veppampattu,Karthick
38,3800000,1000,Ready to move,2,,2,Veppampattu,Karthick
22.8,2280000,600,Ready to move,1,,2,Veppampattu,Karthick
20.9,2090000,550,Ready to move,1,,2,Veppampattu,Karthick
30.4,3040000,800,Ready to move,2,,2,Veppampattu,Karthick
24.7,2470000,650,Ready to move,2,,2,Veppampattu,Karthick
45.6,4560000,1200,Ready to move,2,,2,Veppampattu,Karthick
23.94,2394000,630,Ready to move,1,,2,Veppampattu,Karthick
340,34000000,2030,Under Construction,4,3,,T Nagar,HomeFirst
219,21900000,1310,Under Construction,3,3,,T Nagar,HomeFirst
27.5,2750000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
27.5,2750000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
29.5,2950000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
30,3000000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
27.5,2750000,750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
27,2700000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
27.5,2750000,750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
27.5,2750000,750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
30,3000000,800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
31.5,3150000,850,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
34,3400000,900,Ready to move,2,2,3,Veppampattu,Velan Housing Properties
